model,building_id,primary_use,square_feet,requested_days,expected_measurements,actual_measurements,response_time_s,endpoint_used,chars
gpt-oss:20b,1135,Education,150393,27,648,648,684.727527,openai:/v1/chat/completions,15551
gpt-oss:20b,1135,Education,150393,28,672,672,698.1616,openai:/v1/chat/completions,16127
gpt-oss:20b,1135,Education,150393,29,696,696,294.374048,native:/api/generate,14615
gpt-oss:20b,1135,Education,150393,30,720,720,718.251617,openai:/v1/chat/completions,17279
gpt-oss:20b,1135,Education,150393,31,744,744,2161.377742,openai:/v1/chat/completions,18599
gpt-oss:20b,113,Education,100481,1,24,24,22.059825,native:/api/generate,551
gpt-oss:20b,113,Education,100481,2,48,48,33.648429,native:/api/generate,1151
gpt-oss:20b,113,Education,100481,3,72,72,53.435592,native:/api/generate,1655
gpt-oss:20b,113,Education,100481,4,96,80,57.552409,native:/api/generate,1918
gpt-oss:20b,113,Education,100481,5,120,120,96.44456,native:/api/generate,2999
gpt-oss:20b,113,Education,100481,6,144,144,91.557789,native:/api/generate,3599
gpt-oss:20b,113,Education,100481,7,168,168,115.949834,native:/api/generate,4031
gpt-oss:20b,113,Education,100481,8,192,192,139.404704,native:/api/generate,4607
gpt-oss:20b,113,Education,100481,9,216,213,117.721747,native:/api/generate,5111
gpt-oss:20b,113,Education,100481,10,240,240,127.792313,native:/api/generate,5759
gpt-oss:20b,113,Education,100481,11,264,264,160.664892,native:/api/generate,6069
gpt-oss:20b,113,Education,100481,12,288,265,236.756975,native:/api/generate,6624
gpt-oss:20b,113,Education,100481,13,312,312,197.156902,native:/api/generate,7799
gpt-oss:20b,113,Education,100481,14,336,336,177.0951,native:/api/generate,7726
gpt-oss:20b,113,Education,100481,15,360,360,347.972589,native:/api/generate,8639
gpt-oss:20b,113,Education,100481,16,384,384,207.903996,native:/api/generate,9215
gpt-oss:20b,113,Education,100481,17,408,408,201.479232,native:/api/generate,8566
gpt-oss:20b,113,Education,100481,18,432,432,208.428982,native:/api/generate,9071
gpt-oss:20b,113,Education,100481,19,456,456,238.61015,native:/api/generate,10942
gpt-oss:20b,113,Education,100481,20,480,480,255.952177,native:/api/generate,11519
gpt-oss:20b,113,Education,100481,21,504,506,999.389828,native:/api/generate,11964
gpt-oss:20b,113,Education,100481,22,528,531,280.916186,native:/api/generate,12240
gpt-oss:20b,113,Education,100481,23,552,552,230.23093,native:/api/generate,11590
gpt-oss:20b,113,Education,100481,24,576,576,326.857994,native:/api/generate,14399
gpt-oss:20b,113,Education,100481,25,600,600,970.878341,native:/api/generate,12599
gpt-oss:20b,113,Education,100481,26,624,624,645.667177,openai:/v1/chat/completions,14975
gpt-oss:20b,113,Education,100481,27,648,648,336.796462,native:/api/generate,15550
gpt-oss:20b,113,Education,100481,28,672,672,692.05892,openai:/v1/chat/completions,16127
gpt-oss:20b,113,Education,100481,29,696,696,312.31771,native:/api/generate,14615
gpt-oss:20b,113,Education,100481,30,720,720,325.20956,native:/api/generate,16559
gpt-oss:20b,113,Education,100481,31,744,744,328.618083,native:/api/generate,17112
gpt-oss:20b,272,Education,4583,1,24,24,37.479908,native:/api/generate,551
gpt-oss:20b,272,Education,4583,2,48,48,100.381234,native:/api/generate,1055
gpt-oss:20b,272,Education,4583,3,72,72,129.251479,native:/api/generate,1416
gpt-oss:20b,272,Education,4583,4,96,96,51.698894,native:/api/generate,2080
gpt-oss:20b,272,Education,4583,5,120,120,85.46703,native:/api/generate,2597
gpt-oss:20b,272,Education,4583,6,144,144,98.968259,native:/api/generate,3287
gpt-oss:20b,272,Education,4583,7,168,168,88.525336,native:/api/generate,3750
gpt-oss:20b,272,Education,4583,8,192,192,179.107862,native:/api/generate,4200
gpt-oss:20b,272,Education,4583,9,216,216,162.440393,native:/api/generate,4967
gpt-oss:20b,272,Education,4583,10,240,240,116.037403,native:/api/generate,5739
gpt-oss:20b,272,Education,4583,11,264,264,194.978414,native:/api/generate,5972
gpt-oss:20b,272,Education,4583,12,288,288,204.280342,native:/api/generate,6335
gpt-oss:20b,272,Education,4583,13,312,247,152.095003,native:/api/generate,5367
gpt-oss:20b,272,Education,4583,14,336,336,271.009864,native:/api/generate,7540
gpt-oss:20b,272,Education,4583,15,360,360,304.970352,native:/api/generate,8279
gpt-oss:20b,272,Education,4583,16,384,384,194.510586,native:/api/generate,8285
gpt-oss:20b,272,Education,4583,17,408,409,220.129522,native:/api/generate,9297
gpt-oss:20b,272,Education,4583,18,432,263,153.235198,native:/api/generate,5760
gpt-oss:20b,272,Education,4583,19,456,456,251.960822,native:/api/generate,10487
gpt-oss:20b,272,Education,4583,20,480,480,638.067552,openai:/v1/chat/completions,10499
gpt-oss:20b,272,Education,4583,21,504,504,259.440336,native:/api/generate,11591
gpt-oss:20b,272,Education,4583,22,528,528,332.968593,native:/api/generate,11975
gpt-oss:20b,272,Education,4583,23,552,552,314.400994,native:/api/generate,12685
gpt-oss:20b,272,Education,4583,24,576,576,288.488492,native:/api/generate,14973
gpt-oss:20b,272,Education,4583,25,600,600,292.843444,native:/api/generate,15599
gpt-oss:20b,272,Education,4583,26,624,624,355.54333,native:/api/generate,14351
gpt-oss:20b,272,Education,4583,27,648,648,328.141565,native:/api/generate,15542
gpt-oss:20b,272,Education,4583,28,672,672,1412.893249,openai:/v1/chat/completions,15371
gpt-oss:20b,272,Education,4583,29,696,696,696.504286,openai:/v1/chat/completions,15920
gpt-oss:20b,272,Education,4583,30,720,720,2138.707044,openai:/v1/chat/completions,16499
gpt-oss:20b,1073,Office,194111,1,24,24,21.155584,native:/api/generate,503
gpt-oss:20b,1073,Office,194111,2,48,48,248.17926,native:/api/generate,1103
gpt-oss:20b,1073,Office,194111,3,72,72,86.080534,native:/api/generate,1727
gpt-oss:20b,1073,Office,194111,4,96,96,116.291746,native:/api/generate,2015
gpt-oss:20b,1073,Office,194111,5,120,120,145.470265,native:/api/generate,2879
gpt-oss:20b,1073,Office,194111,6,144,144,114.064934,native:/api/generate,3023
gpt-oss:20b,1073,Office,194111,7,168,168,122.8471,native:/api/generate,3863
gpt-oss:20b,1073,Office,194111,8,192,192,125.223584,native:/api/generate,4607
gpt-oss:20b,1073,Office,194111,9,216,216,191.701262,native:/api/generate,4973
gpt-oss:20b,1073,Office,194111,10,240,240,150.180531,native:/api/generate,5398
gpt-oss:20b,1073,Office,194111,11,264,264,175.524704,native:/api/generate,6071
gpt-oss:20b,1073,Office,194111,12,288,288,176.413791,native:/api/generate,6047
gpt-oss:20b,1073,Office,194111,13,312,312,126.813327,native:/api/generate,6555
gpt-oss:20b,1073,Office,194111,14,336,576,266.076817,native:/api/generate,13246
gpt-oss:20b,1073,Office,194111,15,360,360,181.548813,native:/api/generate,7631
gpt-oss:20b,1073,Office,194111,16,384,384,249.844528,native:/api/generate,9215
gpt-oss:20b,1073,Office,194111,17,408,407,229.983476,native:/api/generate,9792
gpt-oss:20b,1073,Office,194111,18,432,432,595.477929,openai:/v1/chat/completions,9071
gpt-oss:20b,1073,Office,194111,19,456,143,115.411131,native:/api/generate,2999
gpt-oss:20b,1073,Office,194111,20,480,479,220.973193,native:/api/generate,10078
gpt-oss:20b,1073,Office,194111,24,576,576,1039.503877,native:/api/generate,13824
gpt-oss:20b,1073,Office,194111,25,600,600,285.494957,native:/api/generate,12598
gpt-oss:20b,1073,Office,194111,26,624,627,254.70717,native:/api/generate,13207
gpt-oss:20b,1073,Office,194111,27,648,648,333.541252,native:/api/generate,13607
gpt-oss:20b,1073,Office,194111,28,672,672,359.993145,native:/api/generate,16127
gpt-oss:20b,1073,Office,194111,29,696,696,317.648946,native:/api/generate,16003
gpt-oss:20b,1073,Office,194111,30,720,196,900.43482,native:/api/generate,4435
gpt-oss:20b,1073,Office,194111,31,744,552,1000.467482,native:/api/generate,14903
gpt-oss:20b,1069,Office,20864,1,24,24,29.589663,native:/api/generate,527
gpt-oss:20b,1069,Office,20864,2,48,48,59.098583,native:/api/generate,1055
gpt-oss:20b,1069,Office,20864,3,72,72,66.345911,native:/api/generate,1727
gpt-oss:20b,272,Education,4583,31,744,744,103.394323,native:/api/generate,17110
gpt-oss:20b,1073,Office,194111,21,504,504,68.151799,native:/api/generate,10583
gpt-oss:20b,1073,Office,194111,22,528,528,174.351706,native:/api/generate,11087
gpt-oss:20b,1073,Office,194111,23,552,552,973.519572,native:/api/generate,12689
gpt-oss:20b,1069,Office,20864,4,96,96,71.005138,native:/api/generate,2111
gpt-oss:20b,1069,Office,20864,5,120,120,100.838473,native:/api/generate,2639
gpt-oss:20b,1069,Office,20864,6,144,144,93.508436,native:/api/generate,3167
gpt-oss:20b,1069,Office,20864,7,168,168,104.785487,native:/api/generate,3695
gpt-oss:20b,1069,Office,20864,8,192,192,114.033849,native:/api/generate,4223
gpt-oss:20b,1069,Office,20864,9,216,216,228.094557,native:/api/generate,4750
gpt-oss:20b,1069,Office,20864,10,240,240,169.242425,native:/api/generate,5279
gpt-oss:20b,1069,Office,20864,11,264,264,170.636551,native:/api/generate,5547
gpt-oss:20b,1069,Office,20864,12,288,288,227.81124,native:/api/generate,6335
gpt-oss:20b,1069,Office,20864,13,312,312,174.451434,native:/api/generate,6551
gpt-oss:20b,1069,Office,20864,14,336,336,200.819094,native:/api/generate,7391
gpt-oss:20b,1069,Office,20864,15,360,360,248.889429,native:/api/generate,7919
gpt-oss:20b,1069,Office,20864,16,384,384,295.591027,native:/api/generate,8063
gpt-oss:20b,1069,Office,20864,17,408,408,197.328043,native:/api/generate,8976
gpt-oss:20b,1069,Office,20864,18,432,432,344.917368,native:/api/generate,9071
gpt-oss:20b,1069,Office,20864,19,456,456,218.884856,native:/api/generate,10031
gpt-oss:20b,1069,Office,20864,20,480,213,105.410734,native:/api/generate,4787
gpt-oss:20b,1069,Office,20864,21,504,504,610.768388,openai:/v1/chat/completions,11087
gpt-oss:20b,1069,Office,20864,22,528,528,252.66002,native:/api/generate,11085
gpt-oss:20b,1069,Office,20864,23,552,552,273.124965,native:/api/generate,12143
gpt-oss:20b,1069,Office,20864,24,576,576,296.654916,native:/api/generate,13244
gpt-oss:20b,1069,Office,20864,25,600,600,317.30525,native:/api/generate,12599
gpt-oss:20b,1069,Office,20864,26,624,624,1370.14926,openai:/v1/chat/completions,13103
gpt-oss:20b,1069,Office,20864,27,648,648,290.271992,native:/api/generate,14255
gpt-oss:20b,1069,Office,20864,28,672,672,346.303851,native:/api/generate,14111
gpt-oss:20b,1069,Office,20864,29,696,694,313.547952,native:/api/generate,15267
gpt-oss:20b,1069,Office,20864,30,720,720,352.876213,native:/api/generate,15119
gpt-oss:20b,1069,Office,20864,31,744,744,1067.505004,native:/api/generate,16420
gpt-oss:20b,1086,Office,143973,1,24,24,123.980952,native:/api/generate,505
gpt-oss:20b,1086,Office,143973,2,48,48,99.991486,native:/api/generate,1007
gpt-oss:20b,1086,Office,143973,3,72,72,165.29094,native:/api/generate,1727
gpt-oss:20b,1086,Office,143973,4,96,96,48.580984,native:/api/generate,2399
gpt-oss:20b,1086,Office,143973,5,120,97,57.093058,native:/api/generate,2327
gpt-oss:20b,1086,Office,143973,6,144,144,168.701185,native:/api/generate,3024
gpt-oss:20b,1086,Office,143973,7,168,168,101.98779,native:/api/generate,3527
gpt-oss:20b,1086,Office,143973,8,192,169,83.139946,native:/api/generate,3887
gpt-oss:20b,1086,Office,143973,9,216,216,191.831806,native:/api/generate,4535
gpt-oss:20b,1086,Office,143973,10,240,240,139.710327,native:/api/generate,5039
gpt-oss:20b,1086,Office,143973,11,264,264,187.483569,native:/api/generate,6071
gpt-oss:20b,1086,Office,143973,12,288,288,173.363801,native:/api/generate,6047
gpt-oss:20b,1086,Office,143973,13,312,312,267.234358,native:/api/generate,7173
gpt-oss:20b,1086,Office,143973,14,336,336,320.150222,native:/api/generate,8399
gpt-oss:20b,1086,Office,143973,15,360,360,255.951242,native:/api/generate,8639
gpt-oss:20b,1086,Office,143973,16,384,384,248.600619,native:/api/generate,9215
gpt-oss:20b,1086,Office,143973,17,408,408,300.670896,native:/api/generate,9387
gpt-oss:20b,1086,Office,143973,18,432,432,267.681207,native:/api/generate,10367
gpt-oss:20b,1086,Office,143973,19,456,456,268.227897,native:/api/generate,10943
gpt-oss:20b,1086,Office,143973,20,480,480,206.680112,native:/api/generate,10079
gpt-oss:20b,1086,Office,143973,21,504,504,280.136448,native:/api/generate,12095
gpt-oss:20b,1086,Office,143973,22,528,528,274.439792,native:/api/generate,12629
gpt-oss:20b,1086,Office,143973,23,552,552,269.58113,native:/api/generate,11591
gpt-oss:20b,1086,Office,143973,24,576,576,289.174339,native:/api/generate,12089
gpt-oss:20b,1086,Office,143973,25,600,600,662.207471,openai:/v1/chat/completions,14999
gpt-oss:20b,1086,Office,143973,26,624,624,360.061004,native:/api/generate,14977
gpt-oss:20b,1086,Office,143973,27,648,647,353.422533,native:/api/generate,14897
gpt-oss:20b,1086,Office,143973,28,672,672,326.106551,native:/api/generate,14110
gpt-oss:20b,1086,Office,143973,29,696,696,717.579679,openai:/v1/chat/completions,16703
gpt-oss:20b,1086,Office,143973,30,720,112,62.176714,native:/api/generate,2571
gpt-oss:20b,1086,Office,143973,31,744,418,220.119877,native:/api/generate,11081
gpt-oss:20b,155,Office,51688,1,24,24,46.597484,native:/api/generate,533
gpt-oss:20b,155,Office,51688,2,48,48,35.05996,native:/api/generate,1149
gpt-oss:20b,155,Office,51688,3,72,72,61.301756,native:/api/generate,1669
gpt-oss:20b,155,Office,51688,4,96,96,69.274681,native:/api/generate,2397
gpt-oss:20b,155,Office,51688,5,120,120,92.409478,native:/api/generate,2444
gpt-oss:20b,155,Office,51688,6,144,144,133.609702,native:/api/generate,3167
gpt-oss:20b,155,Office,51688,7,168,168,145.126294,native:/api/generate,3359
gpt-oss:20b,155,Office,51688,8,192,192,123.607952,native:/api/generate,4797
gpt-oss:20b,155,Office,51688,9,216,216,195.14532,native:/api/generate,4756
gpt-oss:20b,155,Office,51688,10,240,240,191.215766,native:/api/generate,5588
gpt-oss:20b,155,Office,51688,11,264,264,154.474913,native:/api/generate,5339
gpt-oss:20b,155,Office,51688,12,288,288,182.466886,native:/api/generate,6909
gpt-oss:20b,155,Office,51688,13,312,312,203.657283,native:/api/generate,7175
gpt-oss:20b,155,Office,51688,14,336,336,218.26789,native:/api/generate,7727
gpt-oss:20b,155,Office,51688,15,360,360,339.795669,native:/api/generate,7928
gpt-oss:20b,155,Office,51688,16,384,384,638.565863,openai:/v1/chat/completions,9023
gpt-oss:20b,155,Office,51688,17,408,408,217.023071,native:/api/generate,9025
gpt-oss:20b,155,Office,51688,18,432,432,214.501814,native:/api/generate,10007
gpt-oss:20b,155,Office,51688,19,456,456,346.667968,native:/api/generate,10030
gpt-oss:20b,155,Office,51688,20,480,480,286.975044,native:/api/generate,11999
gpt-oss:20b,155,Office,51688,21,504,504,625.173716,openai:/v1/chat/completions,12746
gpt-oss:20b,155,Office,51688,22,528,528,298.638114,native:/api/generate,10559
gpt-oss:20b,155,Office,51688,23,552,552,279.147407,native:/api/generate,12695
gpt-oss:20b,155,Office,51688,24,576,576,352.660423,native:/api/generate,13247
gpt-oss:20b,155,Office,51688,25,600,119,133.207788,native:/api/generate,2614
gpt-oss:20b,155,Office,51688,26,624,624,293.051817,native:/api/generate,14354
gpt-oss:20b,155,Office,51688,27,648,648,330.227582,native:/api/generate,14903
gpt-oss:20b,155,Office,51688,28,672,111,201.053159,native:/api/generate,3238
gpt-oss:20b,155,Office,51688,29,696,696,354.529973,native:/api/generate,16005
gpt-oss:20b,155,Office,51688,30,720,720,304.382522,native:/api/generate,14398
gpt-oss:20b,155,Office,51688,31,744,744,702.917734,openai:/v1/chat/completions,15003
gpt-oss:20b,1206,Office,99946,1,24,24,29.782378,native:/api/generate,551
gpt-oss:20b,1206,Office,99946,2,48,48,36.678434,native:/api/generate,1055
gpt-oss:20b,1206,Office,99946,3,72,72,56.458721,native:/api/generate,1583
gpt-oss:20b,1206,Office,99946,4,96,96,122.467856,native:/api/generate,2207
gpt-oss:20b,1206,Office,99946,5,120,192,134.913111,native:/api/generate,4607
gpt-oss:20b,1206,Office,99946,6,144,144,213.52441,native:/api/generate,3311
gpt-oss:20b,1206,Office,99946,7,168,168,84.893927,native:/api/generate,4035
gpt-oss:20b,1206,Office,99946,8,192,192,155.196815,native:/api/generate,4223
gpt-oss:20b,1206,Office,99946,9,216,192,94.806346,native:/api/generate,4415
gpt-oss:20b,1206,Office,99946,10,240,240,166.480342,native:/api/generate,5290
gpt-oss:20b,1206,Office,99946,11,264,264,132.328381,native:/api/generate,5806
gpt-oss:20b,1206,Office,99946,12,288,288,251.207587,native:/api/generate,6623
gpt-oss:20b,1206,Office,99946,13,312,312,208.993617,native:/api/generate,6304
gpt-oss:20b,1206,Office,99946,14,336,336,588.785498,openai:/v1/chat/completions,7853
gpt-oss:20b,1206,Office,99946,15,360,360,275.714728,native:/api/generate,7919
gpt-oss:20b,1206,Office,99946,16,384,384,200.142138,native:/api/generate,8447
gpt-oss:20b,1206,Office,99946,17,408,408,302.389077,native:/api/generate,9383
gpt-oss:20b,1206,Office,99946,18,432,432,221.572714,native:/api/generate,9935
gpt-oss:20b,1206,Office,99946,19,456,456,245.077481,native:/api/generate,10487
gpt-oss:20b,1206,Office,99946,20,480,457,242.207914,native:/api/generate,10510
gpt-oss:20b,1206,Office,99946,21,504,504,279.560153,native:/api/generate,11591
gpt-oss:20b,1206,Office,99946,22,528,528,247.959142,native:/api/generate,10779
gpt-oss:20b,1206,Office,99946,23,552,552,296.57852,native:/api/generate,12695
gpt-oss:20b,1206,Office,99946,24,576,576,646.91557,openai:/v1/chat/completions,13247
gpt-oss:20b,1206,Office,99946,25,600,600,294.758639,native:/api/generate,12599
gpt-oss:20b,1206,Office,99946,26,624,624,283.896624,native:/api/generate,14351
gpt-oss:20b,1206,Office,99946,27,648,648,669.439044,openai:/v1/chat/completions,14903
gpt-oss:20b,1206,Office,99946,28,672,672,1796.791958,native:/api/generate,13287
gpt-oss:20b,1206,Office,99946,29,696,696,337.82348,native:/api/generate,16007
gpt-oss:20b,1206,Office,99946,30,720,239,136.651094,native:/api/generate,5379
gpt-oss:20b,1206,Office,99946,31,744,742,335.892983,native:/api/generate,17065
gpt-oss:20b,107,Education,97532,1,24,24,27.811785,native:/api/generate,551
gpt-oss:20b,107,Education,97532,2,48,48,50.528027,native:/api/generate,1151
gpt-oss:20b,107,Education,97532,3,72,72,62.338979,native:/api/generate,1655
gpt-oss:20b,107,Education,97532,4,96,96,79.827941,native:/api/generate,2399
gpt-oss:20b,107,Education,97532,5,120,116,53.216078,native:/api/generate,2893
gpt-oss:20b,107,Education,97532,6,144,144,114.577961,native:/api/generate,3455
gpt-oss:20b,107,Education,97532,7,168,168,328.198027,native:/api/generate,3527
gpt-oss:20b,107,Education,97532,8,192,192,93.864594,native:/api/generate,4415
gpt-oss:20b,107,Education,97532,9,216,213,190.579428,native:/api/generate,4898
gpt-oss:20b,107,Education,97532,10,240,240,245.867887,native:/api/generate,5039
gpt-oss:20b,107,Education,97532,11,264,527,272.116564,native:/api/generate,11086
gpt-oss:20b,107,Education,97532,12,288,288,183.438225,native:/api/generate,6515
gpt-oss:20b,107,Education,97532,13,312,312,241.592645,native:/api/generate,7485
gpt-oss:20b,107,Education,97532,14,336,336,155.132253,native:/api/generate,7055
gpt-oss:20b,107,Education,97532,15,360,360,280.892415,native:/api/generate,7559
gpt-oss:20b,107,Education,97532,16,384,369,185.155593,native:/api/generate,8875
gpt-oss:20b,107,Education,97532,17,408,408,170.11213,native:/api/generate,8567
gpt-oss:20b,107,Education,97532,18,432,432,230.94428,native:/api/generate,9071
gpt-oss:20b,107,Education,97532,19,456,456,212.407036,native:/api/generate,10486
gpt-oss:20b,107,Education,97532,20,480,480,267.949852,native:/api/generate,12478
gpt-oss:20b,107,Education,97532,21,504,504,261.168695,native:/api/generate,12095
gpt-oss:20b,107,Education,97532,22,528,528,254.996409,native:/api/generate,12671
gpt-oss:20b,107,Education,97532,23,552,552,659.272926,openai:/v1/chat/completions,13247
gpt-oss:20b,107,Education,97532,24,576,576,264.54333,native:/api/generate,13823
gpt-oss:20b,107,Education,97532,25,600,600,655.741839,openai:/v1/chat/completions,14399
gpt-oss:20b,107,Education,97532,26,624,624,280.53679,native:/api/generate,13103
gpt-oss:20b,107,Education,97532,27,648,647,248.726255,native:/api/generate,13607
gpt-oss:20b,107,Education,97532,28,672,595,290.451156,native:/api/generate,13680
gpt-oss:20b,107,Education,97532,29,696,696,1045.611816,native:/api/generate,16701
gpt-oss:20b,107,Education,97532,31,744,744,1766.874285,native:/api/generate,15622
gpt-oss:20b,140,Office,50020,1,24,24,29.926503,native:/api/generate,551
gpt-oss:20b,140,Office,50020,2,48,48,47.454394,native:/api/generate,1055
gpt-oss:20b,140,Office,50020,3,72,72,108.087281,native:/api/generate,1799
gpt-oss:20b,140,Office,50020,4,96,96,76.740294,native:/api/generate,2399
gpt-oss:20b,140,Office,50020,5,120,120,98.961879,native:/api/generate,2759
gpt-oss:20b,140,Office,50020,6,144,144,69.518455,native:/api/generate,3311
gpt-oss:20b,140,Office,50020,7,168,168,146.17906,native:/api/generate,3863
gpt-oss:20b,140,Office,50020,8,192,192,139.403328,native:/api/generate,4223
gpt-oss:20b,140,Office,50020,9,216,216,216.09845,native:/api/generate,4967
gpt-oss:20b,140,Office,50020,10,240,240,496.453648,openai:/v1/chat/completions,5519
gpt-oss:20b,140,Office,50020,11,264,264,135.669987,native:/api/generate,6335
gpt-oss:20b,140,Office,50020,12,288,288,349.86401,native:/api/generate,6623
gpt-oss:20b,140,Office,50020,13,312,312,216.43048,native:/api/generate,6239
gpt-oss:20b,140,Office,50020,14,336,336,253.801322,native:/api/generate,7390
gpt-oss:20b,140,Office,50020,15,360,360,212.603223,native:/api/generate,8279
gpt-oss:20b,140,Office,50020,16,384,376,202.120055,native:/api/generate,8647
gpt-oss:20b,140,Office,50020,17,408,408,223.002129,native:/api/generate,8974
gpt-oss:20b,140,Office,50020,18,432,335,159.691058,native:/api/generate,7365
gpt-oss:20b,140,Office,50020,19,456,456,651.71821,openai:/v1/chat/completions,10487
gpt-oss:20b,140,Office,50020,20,480,263,126.653623,native:/api/generate,6306
gpt-oss:20b,140,Office,50020,21,504,481,260.500614,native:/api/generate,10577
gpt-oss:20b,140,Office,50020,22,528,528,686.226658,openai:/v1/chat/completions,13199
gpt-oss:20b,140,Office,50020,23,552,483,226.171401,native:/api/generate,11108
gpt-oss:20b,140,Office,50020,24,576,576,646.986692,openai:/v1/chat/completions,12671
gpt-oss:20b,140,Office,50020,25,600,600,275.186279,native:/api/generate,13799
gpt-oss:20b,140,Office,50020,26,624,624,331.228217,native:/api/generate,15598
gpt-oss:20b,140,Office,50020,27,648,648,1042.458446,native:/api/generate,16197
gpt-oss:20b,140,Office,50020,28,672,672,703.034105,openai:/v1/chat/completions,14783
gpt-oss:20b,140,Office,50020,29,696,528,1346.878024,openai:/v1/chat/completions,11615
gpt-oss:20b,140,Office,50020,30,720,720,1078.392624,native:/api/generate,15843
gpt-oss:20b,107,Education,97532,30,720,700,90.146726,native:/api/generate,17999
gpt-oss:20b,140,Office,50020,31,744,744,174.353431,native:/api/generate,18599
gpt-oss:20b,1223,Office,52141,1,24,24,32.37411,native:/api/generate,597
gpt-oss:20b,1223,Office,52141,2,48,48,39.798123,native:/api/generate,1197
gpt-oss:20b,1223,Office,52141,3,72,72,55.993569,native:/api/generate,1655
gpt-oss:20b,1223,Office,52141,4,96,96,78.170739,native:/api/generate,2207
gpt-oss:20b,1223,Office,52141,5,120,120,88.244222,native:/api/generate,2639
gpt-oss:20b,1223,Office,52141,6,144,144,118.849469,native:/api/generate,3311
gpt-oss:20b,1223,Office,52141,7,168,168,185.594906,native:/api/generate,3863
gpt-oss:20b,1223,Office,52141,8,192,192,136.341859,native:/api/generate,4223
gpt-oss:20b,1223,Office,52141,9,216,216,122.846737,native:/api/generate,4751
gpt-oss:20b,1223,Office,52141,10,240,240,185.232647,native:/api/generate,5475
gpt-oss:20b,1223,Office,52141,11,264,264,133.126685,native:/api/generate,6071
gpt-oss:20b,1223,Office,52141,12,288,288,153.32806,native:/api/generate,6369
gpt-oss:20b,1223,Office,52141,13,312,312,187.722586,native:/api/generate,6861
gpt-oss:20b,1223,Office,52141,14,336,336,191.550088,native:/api/generate,7727
gpt-oss:20b,1223,Office,52141,15,360,360,198.043233,native:/api/generate,8279
gpt-oss:20b,1223,Office,52141,16,384,384,193.80243,native:/api/generate,8833
gpt-oss:20b,1223,Office,52141,17,408,408,222.046986,native:/api/generate,8974
gpt-oss:20b,1223,Office,52141,18,432,432,194.544004,native:/api/generate,9936
gpt-oss:20b,1223,Office,52141,19,456,456,249.751923,native:/api/generate,10487
gpt-oss:20b,1223,Office,52141,20,480,480,279.243008,native:/api/generate,11039
gpt-oss:20b,1223,Office,52141,21,504,504,661.88806,openai:/v1/chat/completions,13103
gpt-oss:20b,1223,Office,52141,22,528,528,288.533805,native:/api/generate,11615
gpt-oss:20b,1223,Office,52141,23,552,536,259.273626,native:/api/generate,12327
gpt-oss:20b,1223,Office,52141,24,576,253,297.86769,native:/api/generate,13247
gpt-oss:20b,1223,Office,52141,25,600,600,680.662836,openai:/v1/chat/completions,15599
gpt-oss:20b,1223,Office,52141,26,624,624,283.564425,native:/api/generate,14351
gpt-oss:20b,1223,Office,52141,27,648,648,662.676918,openai:/v1/chat/completions,14255
gpt-oss:20b,1223,Office,52141,28,672,672,336.451289,native:/api/generate,13438
gpt-oss:20b,1223,Office,52141,30,720,97,270.165415,native:/api/generate,2502
gpt-oss:20b,1223,Office,52141,29,696,406,261.887337,native:/api/generate,9242
gpt-oss:20b,1223,Office,52141,31,744,744,344.800117,native:/api/generate,17107
gpt-oss:20b,1143,Office,96612,1,24,24,31.017535,native:/api/generate,551
gpt-oss:20b,1143,Office,96612,2,48,48,71.421275,native:/api/generate,1055
gpt-oss:20b,1143,Office,96612,3,72,72,57.095818,native:/api/generate,1655
gpt-oss:20b,1143,Office,96612,4,96,96,71.742872,native:/api/generate,2207
gpt-oss:20b,1143,Office,96612,5,120,120,95.899652,native:/api/generate,2759
gpt-oss:20b,1143,Office,96612,6,144,144,120.633923,native:/api/generate,3167
gpt-oss:20b,1143,Office,96612,7,168,168,122.89472,native:/api/generate,3695
gpt-oss:20b,1143,Office,96612,8,192,192,162.27811,native:/api/generate,4223
gpt-oss:20b,1143,Office,96612,9,216,216,124.901539,native:/api/generate,4751
gpt-oss:20b,1143,Office,96612,10,240,240,110.267421,native:/api/generate,4799
gpt-oss:20b,1143,Office,96612,11,264,264,327.252556,native:/api/generate,6071
gpt-oss:20b,1143,Office,96612,12,288,288,264.310719,native:/api/generate,6623
gpt-oss:20b,1143,Office,96612,13,312,312,172.628605,native:/api/generate,6239
gpt-oss:20b,1143,Office,96612,14,336,336,209.447944,native:/api/generate,6783
gpt-oss:20b,1143,Office,96612,15,360,360,556.641706,openai:/v1/chat/completions,7919
gpt-oss:20b,1143,Office,96612,16,384,384,194.486488,native:/api/generate,8831
gpt-oss:20b,1143,Office,96612,17,408,408,235.512198,native:/api/generate,8975
gpt-oss:20b,1143,Office,96612,18,432,432,316.279281,native:/api/generate,9935
gpt-oss:20b,1143,Office,96612,19,456,255,200.677467,native:/api/generate,5658
gpt-oss:20b,1143,Office,96612,20,480,0,228.274976,native:/api/generate,10512
gpt-oss:20b,1143,Office,96612,21,504,504,261.477097,native:/api/generate,11591
gpt-oss:20b,1143,Office,96612,22,528,528,296.451095,native:/api/generate,11612
gpt-oss:20b,1143,Office,96612,23,552,528,244.242937,native:/api/generate,11612
gpt-oss:20b,1143,Office,96612,24,576,576,305.844274,native:/api/generate,11734
